Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -5.0
(North , 2 , 0 , Dormant , 50.0) : Craft = -83.84877257585002
(Centre , 2 , 0 , Dormant , 75.0) : Up = -154.93990298605667
(East , 2 , 0 , Dormant , 75.0) : Hit = -148.63267759167877
(West , 2 , 0 , Dormant , 75.0) : Right = -173.1419179337064
(South , 2 , 0 , Dormant , 75.0) : Up = -172.60356460472565
(North , 2 , 0 , Dormant , 75.0) : Craft = -142.8536773524282
(Centre , 2 , 0 , Dormant , 100.0) : Right = -190.1976593432737
(East , 2 , 0 , Dormant , 100.0) : Hit = -172.06375898506374
(West , 2 , 0 , Dormant , 100.0) : Right = -205.57512641797592
(South , 2 , 0 , Dormant , 100.0) : Up = -203.26850635677056
(North , 2 , 0 , Dormant , 100.0) : Craft = -194.1324749519994
(Centre , 2 , 0 , Ready , 25.0) : Up = -99.05104936558082
(East , 2 , 0 , Ready , 25.0) : Hit = -100.57841715866599
(West , 2 , 0 , Ready , 25.0) : Right = -81.44313757939426
(South , 2 , 0 , Ready , 25.0) : Up = -81.50652615548259
(North , 2 , 0 , Ready , 25.0) : Craft = -34.184751328360775
(Centre , 2 , 0 , Ready , 50.0) : Up = -155.7533559586854
(East , 2 , 0 , Ready , 50.0) : Hit = -164.121044387038
(West , 2 , 0 , Ready , 50.0) : Right = -134.547832727819
(South , 2 , 0 , Ready , 50.0) : Gather = -130.2909139998487
(North , 2 , 0 , Ready , 50.0) : Craft = -86.46314350568599
(Centre , 2 , 0 , Ready , 75.0) : Up = -201.16812565930127
(East , 2 , 0 , Ready , 75.0) : Hit = -208.25706502146778
(West , 2 , 0 , Ready , 75.0) : Right = -186.93522247338274
(South , 2 , 0 , Ready , 75.0) : Up = -186.9972516639814
(North , 2 , 0 , Ready , 75.0) : Craft = -144.89587595830113
(Centre , 2 , 0 , Ready , 100.0) : Up = -223.74032806379589
(East , 2 , 0 , Ready , 100.0) : Hit = -218.7286318475821
(West , 2 , 0 , Ready , 100.0) : Right = -215.58760059225972
(South , 2 , 0 , Ready , 100.0) : Gather = -213.84902786652756
(North , 2 , 0 , Ready , 100.0) : Craft = -196.6412809089668
(Centre , 2 , 1 , Dormant , 25.0) : Right = 4.054531856977665
(East , 2 , 1 , Dormant , 25.0) : Shoot = 29.504819500361304
(West , 2 , 1 , Dormant , 25.0) : Right = -24.458064509295603
(South , 2 , 1 , Dormant , 25.0) : Up = -20.18117505435461
(North , 2 , 1 , Dormant , 25.0) : Down = -20.18117505435461
(Centre , 2 , 1 , Dormant , 50.0) : Up = -89.03325209204847
(East , 2 , 1 , Dormant , 50.0) : Shoot = -68.40944025197066
(West , 2 , 1 , Dormant , 50.0) : Right = -111.29576716936228
(South , 2 , 1 , Dormant , 50.0) : Up = -108.94886663170422
(North , 2 , 1 , Dormant , 50.0) : Craft = -77.49105850615777
(Centre , 2 , 1 , Dormant , 75.0) : Right = -134.28361777583
(East , 2 , 1 , Dormant , 75.0) : Shoot = -106.53063137105161
(West , 2 , 1 , Dormant , 75.0) : Right = -155.65456511151652
(South , 2 , 1 , Dormant , 75.0) : Up = -152.44892301116352
(North , 2 , 1 , Dormant , 75.0) : Craft = -130.28745218366788
(Centre , 2 , 1 , Dormant , 100.0) : Right = -187.99649964043877
(East , 2 , 1 , Dormant , 100.0) : Hit = -169.52715242934607
(West , 2 , 1 , Dormant , 100.0) : Right = -203.52438782083888
(South , 2 , 1 , Dormant , 100.0) : Up = -201.19520459377884
(North , 2 , 1 , Dormant , 100.0) : Craft = -188.85619089652653
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -89.2509940531054
(East , 2 , 1 , Ready , 25.0) : Shoot = -48.058957192351876
(West , 2 , 1 , Ready , 25.0) : Stay = -44.07046233302957
(South , 2 , 1 , Ready , 25.0) : Gather = -31.54822246388366
(North , 2 , 1 , Ready , 25.0) : Craft = -32.03901839576688
(Centre , 2 , 1 , Ready , 50.0) : Up = -153.17622369899115
(East , 2 , 1 , Ready , 50.0) : Shoot = -157.02908477939553
(West , 2 , 1 , Ready , 50.0) : Stay = -129.93787238867185
(South , 2 , 1 , Ready , 50.0) : Gather = -125.42374040300112
(North , 2 , 1 , Ready , 50.0) : Craft = -81.61256573914022
(Centre , 2 , 1 , Ready , 75.0) : Up = -195.75658379080312
(East , 2 , 1 , Ready , 75.0) : Shoot = -199.23464374577085
(West , 2 , 1 , Ready , 75.0) : Stay = -173.45487658781212
(South , 2 , 1 , Ready , 75.0) : Gather = -167.0017660743113
(North , 2 , 1 , Ready , 75.0) : Craft = -133.65280528941946
(Centre , 2 , 1 , Ready , 100.0) : Up = -222.03568876360538
(East , 2 , 1 , Ready , 100.0) : Hit = -217.57361089748383
(West , 2 , 1 , Ready , 100.0) : Right = -213.6770346235141
(South , 2 , 1 , Ready , 100.0) : Gather = -211.9443326025016
(North , 2 , 1 , Ready , 100.0) : Craft = -192.7738229624897
(Centre , 2 , 2 , Dormant , 25.0) : Right = 10.072798619838801
(East , 2 , 2 , Dormant , 25.0) : Shoot = 36.405453185697766
(West , 2 , 2 , Dormant , 25.0) : Shoot = -18.65073097507086
(South , 2 , 2 , Dormant , 25.0) : Up = -14.789810766007669
(North , 2 , 2 , Dormant , 25.0) : Down = -14.789810766007669
(Centre , 2 , 2 , Dormant , 50.0) : Right = -41.11566738183381
(East , 2 , 2 , Dormant , 50.0) : Shoot = -5.9158976872176225
(West , 2 , 2 , Dormant , 50.0) : Right = -72.598088071852
(South , 2 , 2 , Dormant , 50.0) : Up = -67.87572496834927
(North , 2 , 2 , Dormant , 50.0) : Down = -67.87572496834927
(Centre , 2 , 2 , Dormant , 75.0) : Right = -128.06478982896908
(East , 2 , 2 , Dormant , 75.0) : Shoot = -99.5131490040607
(West , 2 , 2 , Dormant , 75.0) : Right = -150.44297779928286
(South , 2 , 2 , Dormant , 75.0) : Up = -147.08624960373578
(North , 2 , 2 , Dormant , 75.0) : Craft = -125.15444488598189
(Centre , 2 , 2 , Dormant , 100.0) : Right = -161.9949960752944
(East , 2 , 2 , Dormant , 100.0) : Hit = -137.81913033660229
(West , 2 , 2 , Dormant , 100.0) : Right = -182.68574154803642
(South , 2 , 2 , Dormant , 100.0) : Up = -179.5821297271251
(North , 2 , 2 , Dormant , 100.0) : Down = -179.5821297271251
(Centre , 2 , 2 , Ready , 25.0) : Shoot = -86.80663309814769
(East , 2 , 2 , Ready , 25.0) : Shoot = -45.443647826181106
(West , 2 , 2 , Ready , 25.0) : Shoot = -30.38970637427437
(South , 2 , 2 , Ready , 25.0) : Gather = -26.44825848161654
(North , 2 , 2 , Ready , 25.0) : Stay = -29.243966484171477
(Centre , 2 , 2 , Ready , 50.0) : Up = -150.4540436149887
(East , 2 , 2 , Ready , 50.0) : Shoot = -133.1412963504062
(West , 2 , 2 , Ready , 50.0) : Stay = -91.65791412660215
(South , 2 , 2 , Ready , 50.0) : Gather = -83.83535058883812
(North , 2 , 2 , Ready , 50.0) : Craft = -79.39313783435426
(Centre , 2 , 2 , Ready , 75.0) : Up = -194.09294819979976
(East , 2 , 2 , Ready , 75.0) : Shoot = -195.63730512622305
(West , 2 , 2 , Ready , 75.0) : Stay = -168.41727615385457
(South , 2 , 2 , Ready , 75.0) : Gather = -161.79950253784648
(North , 2 , 2 , Ready , 75.0) : Craft = -130.34041014051797
(Centre , 2 , 2 , Ready , 100.0) : Up = -221.1430520079486
(East , 2 , 2 , Ready , 100.0) : Hit = -213.6235011413646
(West , 2 , 2 , Ready , 100.0) : Stay = -199.9980593094716
(South , 2 , 2 , Ready , 100.0) : Gather = -192.078019196529
(North , 2 , 2 , Ready , 100.0) : Craft = -191.33727699494023
(Centre , 2 , 3 , Dormant , 25.0) : Right = 10.578021796751724
(East , 2 , 3 , Dormant , 25.0) : Shoot = 37.007279861983875
(West , 2 , 3 , Dormant , 25.0) : Shoot = -13.137957106683604
(South , 2 , 3 , Dormant , 25.0) : Up = -14.268758847619083
(North , 2 , 3 , Dormant , 25.0) : Down = -14.268758847619083
(Centre , 2 , 3 , Dormant , 50.0) : Right = -31.989527859751412
(East , 2 , 3 , Dormant , 50.0) : Shoot = 4.953952019671542
(West , 2 , 3 , Dormant , 50.0) : Right = -65.06269672009765
(South , 2 , 3 , Dormant , 50.0) : Up = -60.1017213910457
(North , 2 , 3 , Dormant , 50.0) : Down = -60.1017213910457
(Centre , 2 , 3 , Dormant , 75.0) : Right = -86.3294669882369
(East , 2 , 3 , Dormant , 75.0) : Shoot = -49.81057962654732
(West , 2 , 3 , Dormant , 75.0) : Right = -116.97106297898179
(South , 2 , 3 , Dormant , 75.0) : Up = -112.37482358037006
(North , 2 , 3 , Dormant , 75.0) : Down = -112.37482358037006
(Centre , 2 , 3 , Dormant , 100.0) : Right = -156.93845110060852
(East , 2 , 3 , Dormant , 100.0) : Shoot = -131.4578104536016
(West , 2 , 3 , Dormant , 100.0) : Right = -178.45536174107525
(South , 2 , 3 , Dormant , 100.0) : Up = -175.22782514500523
(North , 2 , 3 , Dormant , 100.0) : Down = -175.22782514500523
(Centre , 2 , 3 , Ready , 25.0) : Shoot = -86.19702507206208
(East , 2 , 3 , Ready , 25.0) : Shoot = -45.31345026923759
(West , 2 , 3 , Ready , 25.0) : Shoot = -20.163432187927803
(South , 2 , 3 , Ready , 25.0) : Gather = -25.992730665743967
(North , 2 , 3 , Ready , 25.0) : Stay = -28.767403160451103
(Centre , 2 , 3 , Ready , 50.0) : Down = -149.09289513818584
(East , 2 , 3 , Ready , 50.0) : Shoot = -130.78048819994476
(West , 2 , 3 , Ready , 50.0) : Stay = -84.21683885545698
(South , 2 , 3 , Ready , 50.0) : Gather = -76.58977568616051
(North , 2 , 3 , Ready , 50.0) : Stay = -77.5342985343725
(Centre , 2 , 3 , Ready , 75.0) : Down = -192.79341501065636
(East , 2 , 3 , Ready , 75.0) : Shoot = -184.75860561562956
(West , 2 , 3 , Ready , 75.0) : Stay = -135.42167386131112
(South , 2 , 3 , Ready , 75.0) : Gather = -129.17984361888412
(North , 2 , 3 , Ready , 75.0) : Stay = -129.77532544993704
(Centre , 2 , 3 , Ready , 100.0) : Down = -219.82177699347994
(East , 2 , 3 , Ready , 100.0) : Hit = -213.23328531240793
(West , 2 , 3 , Ready , 100.0) : Stay = -195.95142308152379
(South , 2 , 3 , Ready , 100.0) : Gather = -188.2445016309286
(North , 2 , 3 , Ready , 100.0) : Stay = -189.83022102288027
Iteration-35

(Centre , 0 , 0 , Dormant , 25.0) : Right = -65.23087615779629
(East , 0 , 0 , Dormant , 25.0) : Hit = -44.18470092623703
(West , 0 , 0 , Dormant , 25.0) : Right = -86.33418551485032
(South , 0 , 0 , Dormant , 25.0) : Gather = -75.76065422535862
(North , 0 , 0 , Dormant , 25.0) : Down = -83.16868911129221
(Centre , 0 , 0 , Dormant , 50.0) : Right = -100.0344678845665
(East , 0 , 0 , Dormant , 50.0) : Hit = -72.0275743076532
(West , 0 , 0 , Dormant , 50.0) : Right = -125.99558425836547
(South , 0 , 0 , Dormant , 50.0) : Up = -122.1014168022956
(North , 0 , 0 , Dormant , 50.0) : Down = -122.1014168022956
(Centre , 0 , 0 , Dormant , 75.0) : Right = -170.4009103592513
(East , 0 , 0 , Dormant , 75.0) : Hit = -149.36690351896033
(West , 0 , 0 , Dormant , 75.0) : Right = -189.65390954552362
(South , 0 , 0 , Dormant , 75.0) : Gather = -186.59745932421623
(North , 0 , 0 , Dormant , 75.0) : Down = -186.7659596675828
(Centre , 0 , 0 , Dormant , 100.0) : Right = -191.2200312964473
(East , 0 , 0 , Dormant , 100.0) : Hit = -172.98291861407114
(West , 0 , 0 , Dormant , 100.0) : Right = -208.1827307209161
(South , 0 , 0 , Dormant , 100.0) : Up = -205.6383258072458
(North , 0 , 0 , Dormant , 100.0) : Down = -205.6383258072458
(Centre , 0 , 0 , Ready , 25.0) : Down = -122.68398312611899
(East , 0 , 0 , Ready , 25.0) : Hit = -100.96841426425522
(West , 0 , 0 , Ready , 25.0) : Right = -103.50301883178878
(South , 0 , 0 , Ready , 25.0) : Gather = -83.75322503469107
(North , 0 , 0 , Ready , 25.0) : Stay = -97.04525149036724
(Centre , 0 , 0 , Ready , 50.0) : Down = -183.2373049013551
(East , 0 , 0 , Ready , 50.0) : Hit = -164.828063442228
(West , 0 , 0 , Ready , 50.0) : Stay = -144.37911894562865
(South , 0 , 0 , Ready , 50.0) : Gather = -133.09449904659976
(North , 0 , 0 , Ready , 50.0) : Stay = -137.22253354112868
(Centre , 0 , 0 , Ready , 75.0) : Down = -222.0365353307904
(East , 0 , 0 , Ready , 75.0) : Hit = -209.2175678048256
(West , 0 , 0 , Ready , 75.0) : Right = -205.05337660193453
(South , 0 , 0 , Ready , 75.0) : Gather = -192.78866273099322
(North , 0 , 0 , Ready , 75.0) : Stay = -200.1564708548933
(Centre , 0 , 0 , Ready , 100.0) : Down = -232.2933553404116
(East , 0 , 0 , Ready , 100.0) : Hit = -219.75019327936747
(West , 0 , 0 , Ready , 100.0) : Right = -220.43798639905006
(South , 0 , 0 , Ready , 100.0) : Gather = -215.3088714392518
(North , 0 , 0 , Ready , 100.0) : Stay = -218.23006242868547
(Centre , 0 , 1 , Dormant , 25.0) : Right = 3.9777101473495584
(East , 0 , 1 , Dormant , 25.0) : Shoot = 29.476912384220377
(West , 0 , 1 , Dormant , 25.0) : Right = -26.02555433745868
(South , 0 , 1 , Dormant , 25.0) : Up = -21.525064664737442
(North , 0 , 1 , Dormant , 25.0) : Down = -21.525064664737442
(Centre , 0 , 1 , Dormant , 50.0) : Right = -96.04911731671044
(East , 0 , 1 , Dormant , 50.0) : Shoot = -68.7112353304733
(West , 0 , 1 , Dormant , 50.0) : Right = -122.25884395792076
(South , 0 , 1 , Dormant , 50.0) : Gather = -116.7401727412037
(North , 0 , 1 , Dormant , 50.0) : Down = -118.3273849617392
(Centre , 0 , 1 , Dormant , 75.0) : Right = -134.94945711885
(East , 0 , 1 , Dormant , 75.0) : Shoot = -107.07111213203498
(West , 0 , 1 , Dormant , 75.0) : Right = -159.27584504458568
(South , 0 , 1 , Dormant , 75.0) : Up = -155.62688685572533
(North , 0 , 1 , Dormant , 75.0) : Down = -155.62688685572533
(Centre , 0 , 1 , Dormant , 100.0) : Right = -188.96175123881886
(East , 0 , 1 , Dormant , 100.0) : Hit = -170.37922445439716
(West , 0 , 1 , Dormant , 100.0) : Right = -206.22994274483648
(South , 0 , 1 , Dormant , 100.0) : Up = -203.63971401893386
(North , 0 , 1 , Dormant , 100.0) : Down = -203.63971401893386
(Centre , 0 , 1 , Ready , 25.0) : Down = -96.78873766575106
(East , 0 , 1 , Ready , 25.0) : Shoot = -48.300473221429996
(West , 0 , 1 , Ready , 25.0) : Stay = -45.63481368269018
(South , 0 , 1 , Ready , 25.0) : Gather = -31.88390753357839
(North , 0 , 1 , Ready , 25.0) : Stay = -35.46104018797446
(Centre , 0 , 1 , Ready , 50.0) : Down = -180.00870685999075
(East , 0 , 1 , Ready , 50.0) : Shoot = -157.65781744502868
(West , 0 , 1 , Ready , 50.0) : Stay = -140.84207576353535
(South , 0 , 1 , Ready , 50.0) : Gather = -126.65981299775115
(North , 0 , 1 , Ready , 50.0) : Stay = -133.24282472513391
(Centre , 0 , 1 , Ready , 75.0) : Down = -211.00287763572982
(East , 0 , 1 , Ready , 75.0) : Shoot = -200.1330433571993
(West , 0 , 1 , Ready , 75.0) : Stay = -177.17559695567036
(South , 0 , 1 , Ready , 75.0) : Gather = -168.24540359092174
(North , 0 , 1 , Ready , 75.0) : Stay = -170.78717434558786
(Centre , 0 , 1 , Ready , 100.0) : Down = -231.30244220894713
(East , 0 , 1 , Ready , 100.0) : Hit = -218.58009195825713
(West , 0 , 1 , Ready , 100.0) : Right = -218.85481145117473
(South , 0 , 1 , Ready , 100.0) : Gather = -213.13028225180392
(North , 0 , 1 , Ready , 100.0) : Stay = -216.34687822976417
(Centre , 0 , 2 , Dormant , 25.0) : Right = 10.01532755882498
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.39777101473496
(West , 0 , 2 , Dormant , 25.0) : Shoot = -19.824719451994028
(South , 0 , 2 , Dormant , 25.0) : Up = -15.596974626749496
(North , 0 , 2 , Dormant , 25.0) : Down = -15.596974626749496
(Centre , 0 , 2 , Dormant , 50.0) : Right = -41.33062260590543
(East , 0 , 2 , Dormant , 50.0) : Shoot = -6.02497259905644
(West , 0 , 2 , Dormant , 50.0) : Right = -74.78280252487967
(South , 0 , 2 , Dormant , 50.0) : Up = -69.76497553703354
(North , 0 , 2 , Dormant , 50.0) : Down = -69.76497553703354
(Centre , 0 , 2 , Dormant , 75.0) : Right = -128.62184987340083
(East , 0 , 2 , Dormant , 75.0) : Shoot = -99.9391512969244
(West , 0 , 2 , Dormant , 75.0) : Right = -153.78585775244264
(South , 0 , 2 , Dormant , 75.0) : Up = -150.01125657058637
(North , 0 , 2 , Dormant , 75.0) : Down = -150.01125657058637
(Centre , 0 , 2 , Dormant , 100.0) : Right = -162.83084766971075
(East , 0 , 2 , Dormant , 100.0) : Hit = -138.5308026569497
(West , 0 , 2 , Dormant , 100.0) : Right = -183.71532702797214
(South , 0 , 2 , Dormant , 100.0) : Up = -180.58265512423293
(North , 0 , 2 , Dormant , 100.0) : Down = -180.58265512423293
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -91.297627307314
(East , 0 , 2 , Ready , 25.0) : Shoot = -45.677088174308324
(West , 0 , 2 , Ready , 25.0) : Shoot = -31.561761612056983
(South , 0 , 2 , Ready , 25.0) : Gather = -26.768669033268132
(North , 0 , 2 , Ready , 25.0) : Stay = -29.872329584400486
(Centre , 0 , 2 , Ready , 50.0) : Down = -160.44586888787973
(East , 0 , 2 , Ready , 50.0) : Shoot = -133.69308955968842
(West , 0 , 2 , Ready , 50.0) : Stay = -93.87983063761635
(South , 0 , 2 , Ready , 50.0) : Gather = -84.63274566996608
(North , 0 , 2 , Ready , 50.0) : Stay = -86.4523027014199
(Centre , 0 , 2 , Ready , 75.0) : Down = -208.36169902286704
(East , 0 , 2 , Ready , 75.0) : Shoot = -196.49399676606174
(West , 0 , 2 , Ready , 75.0) : Stay = -171.8855241612329
(South , 0 , 2 , Ready , 75.0) : Gather = -162.57527347060176
(North , 0 , 2 , Ready , 75.0) : Stay = -165.39947533460048
(Centre , 0 , 2 , Ready , 100.0) : Down = -222.5651487853437
(East , 0 , 2 , Ready , 100.0) : Hit = -214.6151683290405
(West , 0 , 2 , Ready , 100.0) : Stay = -201.21043840764344
(South , 0 , 2 , Ready , 100.0) : Gather = -193.1222527507627
(North , 0 , 2 , Ready , 100.0) : Stay = -194.89239001611134
(Centre , 0 , 3 , Dormant , 25.0) : Right = 10.522329412124352
(East , 0 , 3 , Dormant , 25.0) : Shoot = 37.0015327558825
(West , 0 , 3 , Dormant , 25.0) : Shoot = -14.017262066104776
(South , 0 , 3 , Dormant , 25.0) : Up = -14.94402372485574
(North , 0 , 3 , Dormant , 25.0) : Down = -14.94402372485574
(Centre , 0 , 3 , Dormant , 50.0) : Right = -32.171591984219745
(East , 0 , 3 , Dormant , 50.0) : Shoot = 4.880732542351938
(West , 0 , 3 , Dormant , 50.0) : Right = -66.8420166177728
(South , 0 , 3 , Dormant , 50.0) : Up = -61.64145292273983
(North , 0 , 3 , Dormant , 50.0) : Down = -61.64145292273983
(Centre , 0 , 3 , Dormant , 75.0) : Right = -86.72522085864058
(East , 0 , 3 , Dormant , 75.0) : Shoot = -50.05974533265497
(West , 0 , 3 , Dormant , 75.0) : Right = -117.51703963468773
(South , 0 , 3 , Dormant , 75.0) : Up = -112.89826681828066
(North , 0 , 3 , Dormant , 75.0) : Down = -112.89826681828066
(Centre , 0 , 3 , Dormant , 100.0) : Right = -157.66845907687863
(East , 0 , 3 , Dormant , 100.0) : Shoot = -132.04274965303182
(West , 0 , 3 , Dormant , 100.0) : Right = -179.34954158338383
(South , 0 , 3 , Dormant , 100.0) : Up = -176.09737920740804
(North , 0 , 3 , Dormant , 100.0) : Down = -176.09737920740804
(Centre , 0 , 3 , Ready , 25.0) : Shoot = -89.92402434722592
(East , 0 , 3 , Ready , 25.0) : Shoot = -45.54645140079002
(West , 0 , 3 , Ready , 25.0) : Shoot = -21.04153243382117
(South , 0 , 3 , Ready , 25.0) : Gather = -26.312192461945422
(North , 0 , 3 , Ready , 25.0) : Stay = -29.297044235479106
(Centre , 0 , 3 , Ready , 50.0) : Down = -157.19123697980368
(East , 0 , 3 , Ready , 50.0) : Shoot = -131.32414388384325
(West , 0 , 3 , Ready , 50.0) : Stay = -86.02952543488851
(South , 0 , 3 , Ready , 50.0) : Gather = -77.35062721358703
(North , 0 , 3 , Ready , 50.0) : Stay = -78.78706126756845
(Centre , 0 , 3 , Ready , 75.0) : Down = -193.69688382132836
(East , 0 , 3 , Ready , 75.0) : Shoot = -185.57536710076872
(West , 0 , 3 , Ready , 75.0) : Stay = -136.07304516877736
(South , 0 , 3 , Ready , 75.0) : Gather = -129.78580889316737
(North , 0 , 3 , Ready , 75.0) : Stay = -130.3887484027915
(Centre , 0 , 3 , Ready , 100.0) : Down = -220.90822227324344
(East , 0 , 3 , Ready , 100.0) : Hit = -214.22338597163855
(West , 0 , 3 , Ready , 100.0) : Stay = -197.02089280084707
(South , 0 , 3 , Ready , 100.0) : Gather = -189.21160407415357
(North , 0 , 3 , Ready , 100.0) : Stay = -190.82495087849122
(Centre , 1 , 0 , Dormant , 25.0) : Up = -45.31681028675938
(East , 1 , 0 , Dormant , 25.0) : Hit = -44.18470092623703
(West , 1 , 0 , Dormant , 25.0) : Right = -66.4219611867894
(South , 1 , 0 , Dormant , 25.0) : Up = -66.24329843244043
(North , 1 , 0 , Dormant , 25.0) : Craft = -31.13384872774801
(Centre , 1 , 0 , Dormant , 50.0) : Right = -100.0344678845665
(East , 1 , 0 , Dormant , 50.0) : Hit = -72.0275743076532
(West , 1 , 0 , Dormant , 50.0) : Right = -123.98999845070053
(South , 1 , 0 , Dormant , 50.0) : Gather = -120.25457630185824
(North , 1 , 0 , Dormant , 50.0) : Craft = -105.49102217567254
(Centre , 1 , 0 , Dormant , 75.0) : Up = -169.59300649235803
(East , 1 , 0 , Dormant , 75.0) : Hit = -149.36690351896033
(West , 1 , 0 , Dormant , 75.0) : Right = -186.57889481555992
(South , 1 , 0 , Dormant , 75.0) : Gather = -181.5793641665599
(North , 1 , 0 , Dormant , 75.0) : Craft = -159.49157649598612
(Centre , 1 , 0 , Dormant , 100.0) : Right = -191.2200312964473
(East , 1 , 0 , Dormant , 100.0) : Hit = -172.98291861407114
(West , 1 , 0 , Dormant , 100.0) : Right = -207.48408068084206
(South , 1 , 0 , Dormant , 100.0) : Up = -205.04447327318286
(North , 1 , 0 , Dormant , 100.0) : Craft = -202.9333743284922
(Centre , 1 , 0 , Ready , 25.0) : Up = -102.20039173308348
(East , 1 , 0 , Ready , 25.0) : Hit = -100.96841426425522
(West , 1 , 0 , Ready , 25.0) : Right = -83.41011631390103
(South , 1 , 0 , Ready , 25.0) : Gather = -82.97872524571878
(North , 1 , 0 , Ready , 25.0) : Craft = -35.358639694837464
(Centre , 1 , 0 , Ready , 50.0) : Up = -173.16377611254717
(East , 1 , 0 , Ready , 50.0) : Hit = -164.828063442228
(West , 1 , 0 , Ready , 50.0) : Stay = -142.39477920466345
(South , 1 , 0 , Ready , 50.0) : Gather = -130.88774699492993
(North , 1 , 0 , Ready , 50.0) : Craft = -110.22500235475009
(Centre , 1 , 0 , Ready , 75.0) : Up = -209.94009493013118
(East , 1 , 0 , Ready , 75.0) : Hit = -209.2175678048256
(West , 1 , 0 , Ready , 75.0) : Right = -198.62817074071947
(South , 1 , 0 , Ready , 75.0) : Gather = -189.28206240348106
(North , 1 , 0 , Ready , 75.0) : Craft = -164.12972442675067
(Centre , 1 , 0 , Ready , 100.0) : Up = -228.77199574735118
(East , 1 , 0 , Ready , 100.0) : Hit = -219.75019327936747
(West , 1 , 0 , Ready , 100.0) : Right = -218.691361298865
(South , 1 , 0 , Ready , 100.0) : Gather = -215.0628560636297
(North , 1 , 0 , Ready , 100.0) : Craft = -206.96123973539514
(Centre , 1 , 1 , Dormant , 25.0) : Right = 3.9777101473495584
(East , 1 , 1 , Dormant , 25.0) : Shoot = 29.476912384220377
(West , 1 , 1 , Dormant , 25.0) : Right = -25.19560410964374
(South , 1 , 1 , Dormant , 25.0) : Up = -20.819606971094743
(North , 1 , 1 , Dormant , 25.0) : Down = -20.819606971094743
(Centre , 1 , 1 , Dormant , 50.0) : Up = -90.30872654215618
(East , 1 , 1 , Dormant , 50.0) : Shoot = -68.7112353304733
(West , 1 , 1 , Dormant , 50.0) : Right = -113.9920965100082
(South , 1 , 1 , Dormant , 50.0) : Up = -111.30064963101353
(North , 1 , 1 , Dormant , 50.0) : Craft = -78.7071566251355
(Centre , 1 , 1 , Dormant , 75.0) : Right = -134.94945711885
(East , 1 , 1 , Dormant , 75.0) : Shoot = -107.07111213203498
(West , 1 , 1 , Dormant , 75.0) : Right = -157.65759029187984
(South , 1 , 1 , Dormant , 75.0) : Up = -154.25137031592533
(North , 1 , 1 , Dormant , 75.0) : Craft = -143.9864248636948
(Centre , 1 , 1 , Dormant , 100.0) : Right = -188.96175123881886
(East , 1 , 1 , Dormant , 100.0) : Hit = -170.37922445439716
(West , 1 , 1 , Dormant , 100.0) : Right = -204.66482201641736
(South , 1 , 1 , Dormant , 100.0) : Up = -202.30936139977763
(North , 1 , 1 , Dormant , 100.0) : Craft = -190.13226690995006
(Centre , 1 , 1 , Ready , 25.0) : Shoot = -92.64652910295953
(East , 1 , 1 , Ready , 25.0) : Shoot = -48.300473221429996
(West , 1 , 1 , Ready , 25.0) : Stay = -44.800935179760046
(South , 1 , 1 , Ready , 25.0) : Gather = -31.696073489557335
(North , 1 , 1 , Ready , 25.0) : Craft = -32.27627271971547
(Centre , 1 , 1 , Ready , 50.0) : Up = -161.44962434340937
(East , 1 , 1 , Ready , 50.0) : Shoot = -157.65781744502868
(West , 1 , 1 , Ready , 50.0) : Stay = -132.6878045741512
(South , 1 , 1 , Ready , 50.0) : Gather = -125.95347372366834
(North , 1 , 1 , Ready , 50.0) : Craft = -83.7602737050889
(Centre , 1 , 1 , Ready , 75.0) : Up = -202.8396763363984
(East , 1 , 1 , Ready , 75.0) : Shoot = -200.1330433571993
(West , 1 , 1 , Ready , 75.0) : Stay = -175.59485762478613
(South , 1 , 1 , Ready , 75.0) : Gather = -167.8566531288592
(North , 1 , 1 , Ready , 75.0) : Craft = -148.88122999448416
(Centre , 1 , 1 , Ready , 100.0) : Up = -223.41685408054667
(East , 1 , 1 , Ready , 100.0) : Hit = -218.58009195825713
(West , 1 , 1 , Ready , 100.0) : Right = -214.94200963012696
(South , 1 , 1 , Ready , 100.0) : Gather = -213.11160694259445
(North , 1 , 1 , Ready , 100.0) : Craft = -194.4460537338433
(Centre , 1 , 2 , Dormant , 25.0) : Right = 10.01532755882498
(East , 1 , 2 , Dormant , 25.0) : Shoot = 36.39777101473496
(West , 1 , 2 , Dormant , 25.0) : Shoot = -19.200306610569655
(South , 1 , 2 , Dormant , 25.0) : Up = -15.420245795103085
(North , 1 , 2 , Dormant , 25.0) : Down = -15.420245795103085
(Centre , 1 , 2 , Dormant , 50.0) : Right = -41.33062260590543
(East , 1 , 2 , Dormant , 50.0) : Shoot = -6.02497259905644
(West , 1 , 2 , Dormant , 50.0) : Right = -74.29305785614906
(South , 1 , 2 , Dormant , 50.0) : Up = -69.3486925686125
(North , 1 , 2 , Dormant , 50.0) : Down = -69.3486925686125
(Centre , 1 , 2 , Dormant , 75.0) : Right = -128.62184987340083
(East , 1 , 2 , Dormant , 75.0) : Shoot = -99.9391512969244
