Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -5.0
(East , 2 , 3 , Ready , 50.0) : Hit = -28.75
(West , 2 , 3 , Ready , 50.0) : Shoot = -11.71875
(South , 2 , 3 , Ready , 50.0) : Stay = -12.59375
(North , 2 , 3 , Ready , 50.0) : Craft = -12.5
(Centre , 2 , 3 , Ready , 75.0) : Left = -32.875
(East , 2 , 3 , Ready , 75.0) : Shoot = -34.4375
(West , 2 , 3 , Ready , 75.0) : Stay = -12.5
(South , 2 , 3 , Ready , 75.0) : Stay = -12.875
(North , 2 , 3 , Ready , 75.0) : Craft = -12.5
(Centre , 2 , 3 , Ready , 100.0) : Left = -32.875
(East , 2 , 3 , Ready , 100.0) : Hit = -34.875
(West , 2 , 3 , Ready , 100.0) : Stay = -12.5
(South , 2 , 3 , Ready , 100.0) : Stay = -12.875
(North , 2 , 3 , Ready , 100.0) : Craft = -12.5
Iteration-3

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -7.689593750000002
(East , 0 , 0 , Dormant , 25.0) : Hit = -1.2600000000000002
(West , 0 , 0 , Dormant , 25.0) : Right = -12.9884375
(South , 0 , 0 , Dormant , 25.0) : Gather = -12.694140625000001
(North , 0 , 0 , Dormant , 25.0) : Down = -12.776421875
(Centre , 0 , 0 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 0 , 0 , Dormant , 50.0) : Hit = -1.31
(West , 0 , 0 , Dormant , 50.0) : Right = -13.0196875
(South , 0 , 0 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 0 , 0 , Dormant , 50.0) : Down = -12.812359375
(Centre , 0 , 0 , Dormant , 75.0) : Left = -13.3093125
(East , 0 , 0 , Dormant , 75.0) : Hit = -13.798
(West , 0 , 0 , Dormant , 75.0) : Stay = -13.125
(South , 0 , 0 , Dormant , 75.0) : Stay = -13.350750000000001
(North , 0 , 0 , Dormant , 75.0) : Stay = -13.350750000000001
(Centre , 0 , 0 , Dormant , 100.0) : Left = -13.3093125
(East , 0 , 0 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 0 , 0 , Dormant , 100.0) : Stay = -13.125
(South , 0 , 0 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 0 , 0 , Dormant , 100.0) : Stay = -13.350750000000001
(Centre , 0 , 0 , Ready , 25.0) : Hit = -31.904296875
(East , 0 , 0 , Ready , 25.0) : Hit = -27.875
(West , 0 , 0 , Ready , 25.0) : Stay = -13.109375
(South , 0 , 0 , Ready , 25.0) : Stay = -13.1673828125
(North , 0 , 0 , Ready , 25.0) : Stay = -13.169374999999999
(Centre , 0 , 0 , Ready , 50.0) : Hit = -32.663671875
(East , 0 , 0 , Ready , 50.0) : Hit = -29.50625
(West , 0 , 0 , Ready , 50.0) : Stay = -13.109375
(South , 0 , 0 , Ready , 50.0) : Stay = -13.1908203125
(North , 0 , 0 , Ready , 50.0) : Stay = -13.192812499999999
(Centre , 0 , 0 , Ready , 75.0) : Left = -33.56328125
(East , 0 , 0 , Ready , 75.0) : Left = -35.740625
(West , 0 , 0 , Ready , 75.0) : Stay = -13.125
(South , 0 , 0 , Ready , 75.0) : Stay = -13.610625
(North , 0 , 0 , Ready , 75.0) : Stay = -13.610625
(Centre , 0 , 0 , Ready , 100.0) : Left = -33.56328125
(East , 0 , 0 , Ready , 100.0) : Left = -35.740625
(West , 0 , 0 , Ready , 100.0) : Stay = -13.125
(South , 0 , 0 , Ready , 100.0) : Stay = -13.610625
(North , 0 , 0 , Ready , 100.0) : Stay = -13.610625
(Centre , 0 , 1 , Dormant , 25.0) : Shoot = 13.505781250000002
(East , 0 , 1 , Dormant , 25.0) : Shoot = 34.8425
(West , 0 , 1 , Dormant , 25.0) : Shoot = 0.17500000000000002
(South , 0 , 1 , Dormant , 25.0) : Up = -7.507578124999999
(North , 0 , 1 , Dormant , 25.0) : Down = -7.507578124999999
(Centre , 0 , 1 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 0 , 1 , Dormant , 50.0) : Hit = -1.31
(West , 0 , 1 , Dormant , 50.0) : Right = -13.0196875
(South , 0 , 1 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 0 , 1 , Dormant , 50.0) : Down = -12.812359375
(Centre , 0 , 1 , Dormant , 75.0) : Left = -13.258781250000002
(East , 0 , 1 , Dormant , 75.0) : Hit = -11.896625
(West , 0 , 1 , Dormant , 75.0) : Shoot = -13.11875
(South , 0 , 1 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 0 , 1 , Dormant , 75.0) : Stay = -13.300218749999999
(Centre , 0 , 1 , Dormant , 100.0) : Left = -13.3093125
(East , 0 , 1 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 0 , 1 , Dormant , 100.0) : Stay = -13.125
(South , 0 , 1 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 0 , 1 , Dormant , 100.0) : Stay = -13.350750000000001
(Centre , 0 , 1 , Ready , 25.0) : Shoot = -20.343359375
(East , 0 , 1 , Ready , 25.0) : Shoot = -7.96875
(West , 0 , 1 , Ready , 25.0) : Shoot = 0.15625
(South , 0 , 1 , Ready , 25.0) : Up = -10.133398437499999
(North , 0 , 1 , Ready , 25.0) : Stay = -11.49107421875
(Centre , 0 , 1 , Ready , 50.0) : Hit = -32.663671875
(East , 0 , 1 , Ready , 50.0) : Hit = -29.50625
(West , 0 , 1 , Ready , 50.0) : Stay = -13.109375
(South , 0 , 1 , Ready , 50.0) : Stay = -13.1908203125
(North , 0 , 1 , Ready , 50.0) : Stay = -13.192812499999999
(Centre , 0 , 1 , Ready , 75.0) : Left = -33.555078125
(East , 0 , 1 , Ready , 75.0) : Hit = -35.2703125
(West , 0 , 1 , Ready , 75.0) : Stay = -13.125
(South , 0 , 1 , Ready , 75.0) : Stay = -13.572890625
(North , 0 , 1 , Ready , 75.0) : Stay = -13.572890625
(Centre , 0 , 1 , Ready , 100.0) : Left = -33.56328125
(East , 0 , 1 , Ready , 100.0) : Left = -35.740625
(West , 0 , 1 , Ready , 100.0) : Stay = -13.125
(South , 0 , 1 , Ready , 100.0) : Stay = -13.610625
(North , 0 , 1 , Ready , 100.0) : Stay = -13.610625
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 15.885156250000001
(East , 0 , 2 , Dormant , 25.0) : Shoot = 35.658437500000005
(West , 0 , 2 , Dormant , 25.0) : Shoot = 2.6171875
(South , 0 , 2 , Dormant , 25.0) : Up = -7.07325
(North , 0 , 2 , Dormant , 25.0) : Down = -7.07325
(Centre , 0 , 2 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 0 , 2 , Dormant , 50.0) : Hit = -1.31
(West , 0 , 2 , Dormant , 50.0) : Shoot = -12.285937500000001
(South , 0 , 2 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 0 , 2 , Dormant , 50.0) : Down = -12.812359375
(Centre , 0 , 2 , Dormant , 75.0) : Left = -13.258781250000002
(East , 0 , 2 , Dormant , 75.0) : Hit = -11.8629375
(West , 0 , 2 , Dormant , 75.0) : Shoot = -13.11875
(South , 0 , 2 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 0 , 2 , Dormant , 75.0) : Stay = -13.300218749999999
(Centre , 0 , 2 , Dormant , 100.0) : Left = -13.3093125
(East , 0 , 2 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 0 , 2 , Dormant , 100.0) : Stay = -13.125
(South , 0 , 2 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 0 , 2 , Dormant , 100.0) : Stay = -13.350750000000001
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -19.632421875
(East , 0 , 2 , Ready , 25.0) : Shoot = -7.72265625
(West , 0 , 2 , Ready , 25.0) : Shoot = 2.6171875
(South , 0 , 2 , Ready , 25.0) : Up = -9.8090625
(North , 0 , 2 , Ready , 25.0) : Stay = -11.47220703125
(Centre , 0 , 2 , Ready , 50.0) : Hit = -32.663671875
(East , 0 , 2 , Ready , 50.0) : Hit = -29.50625
(West , 0 , 2 , Ready , 50.0) : Shoot = -12.3046875
(South , 0 , 2 , Ready , 50.0) : Stay = -13.1908203125
(North , 0 , 2 , Ready , 50.0) : Stay = -13.192812499999999
(Centre , 0 , 2 , Ready , 75.0) : Left = -33.555078125
(East , 0 , 2 , Ready , 75.0) : Hit = -35.26484375
(West , 0 , 2 , Ready , 75.0) : Stay = -13.125
(South , 0 , 2 , Ready , 75.0) : Stay = -13.572890625
(North , 0 , 2 , Ready , 75.0) : Stay = -13.572890625
(Centre , 0 , 2 , Ready , 100.0) : Left = -33.56328125
(East , 0 , 2 , Ready , 100.0) : Left = -35.740625
(West , 0 , 2 , Ready , 100.0) : Stay = -13.125
(South , 0 , 2 , Ready , 100.0) : Stay = -13.610625
(North , 0 , 2 , Ready , 100.0) : Stay = -13.610625
(Centre , 0 , 3 , Dormant , 25.0) : Shoot = 16.125781250000003
(East , 0 , 3 , Dormant , 25.0) : Shoot = 35.675281250000005
(West , 0 , 3 , Dormant , 25.0) : Shoot = 3.056640625
(South , 0 , 3 , Dormant , 25.0) : Up = -7.07325
(North , 0 , 3 , Dormant , 25.0) : Down = -7.07325
(Centre , 0 , 3 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 0 , 3 , Dormant , 50.0) : Hit = -1.31
(West , 0 , 3 , Dormant , 50.0) : Shoot = -12.01171875
(South , 0 , 3 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 0 , 3 , Dormant , 50.0) : Down = -12.812359375
(Centre , 0 , 3 , Dormant , 75.0) : Left = -13.258781250000002
(East , 0 , 3 , Dormant , 75.0) : Hit = -11.8629375
(West , 0 , 3 , Dormant , 75.0) : Shoot = -13.076171875
(South , 0 , 3 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 0 , 3 , Dormant , 75.0) : Stay = -13.300218749999999
(Centre , 0 , 3 , Dormant , 100.0) : Left = -13.3093125
(East , 0 , 3 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 0 , 3 , Dormant , 100.0) : Stay = -13.125
(South , 0 , 3 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 0 , 3 , Dormant , 100.0) : Stay = -13.350750000000001
(Centre , 0 , 3 , Ready , 25.0) : Shoot = -19.593359375
(East , 0 , 3 , Ready , 25.0) : Shoot = -7.719921875000001
(West , 0 , 3 , Ready , 25.0) : Shoot = 3.056640625
(South , 0 , 3 , Ready , 25.0) : Up = -9.8090625
(North , 0 , 3 , Ready , 25.0) : Stay = -11.47220703125
(Centre , 0 , 3 , Ready , 50.0) : Hit = -32.663671875
(East , 0 , 3 , Ready , 50.0) : Hit = -29.50625
(West , 0 , 3 , Ready , 50.0) : Shoot = -12.01171875
(South , 0 , 3 , Ready , 50.0) : Stay = -13.1908203125
(North , 0 , 3 , Ready , 50.0) : Stay = -13.192812499999999
(Centre , 0 , 3 , Ready , 75.0) : Left = -33.555078125
(East , 0 , 3 , Ready , 75.0) : Hit = -35.26484375
(West , 0 , 3 , Ready , 75.0) : Shoot = -13.076171875
(South , 0 , 3 , Ready , 75.0) : Stay = -13.572890625
(North , 0 , 3 , Ready , 75.0) : Stay = -13.572890625
(Centre , 0 , 3 , Ready , 100.0) : Left = -33.56328125
(East , 0 , 3 , Ready , 100.0) : Left = -35.740625
(West , 0 , 3 , Ready , 100.0) : Stay = -13.125
(South , 0 , 3 , Ready , 100.0) : Stay = -13.610625
(North , 0 , 3 , Ready , 100.0) : Stay = -13.610625
(Centre , 1 , 0 , Dormant , 25.0) : Hit = -7.689593750000002
(East , 1 , 0 , Dormant , 25.0) : Hit = -1.2600000000000002
(West , 1 , 0 , Dormant , 25.0) : Right = -12.9884375
(South , 1 , 0 , Dormant , 25.0) : Gather = -12.694140625000001
(North , 1 , 0 , Dormant , 25.0) : Craft = -12.020468750000001
(Centre , 1 , 0 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 1 , 0 , Dormant , 50.0) : Hit = -1.31
(West , 1 , 0 , Dormant , 50.0) : Right = -13.0196875
(South , 1 , 0 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 1 , 0 , Dormant , 50.0) : Down = -12.812359375
(Centre , 1 , 0 , Dormant , 75.0) : Left = -13.3093125
(East , 1 , 0 , Dormant , 75.0) : Hit = -13.798
(West , 1 , 0 , Dormant , 75.0) : Stay = -13.125
(South , 1 , 0 , Dormant , 75.0) : Stay = -13.350750000000001
(North , 1 , 0 , Dormant , 75.0) : Craft = -13.173750000000002
(Centre , 1 , 0 , Dormant , 100.0) : Left = -13.3093125
(East , 1 , 0 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 1 , 0 , Dormant , 100.0) : Stay = -13.125
(South , 1 , 0 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 1 , 0 , Dormant , 100.0) : Craft = -13.173750000000002
(Centre , 1 , 0 , Ready , 25.0) : Hit = -31.904296875
(East , 1 , 0 , Ready , 25.0) : Hit = -27.875
(West , 1 , 0 , Ready , 25.0) : Stay = -13.109375
(South , 1 , 0 , Ready , 25.0) : Stay = -13.1673828125
(North , 1 , 0 , Ready , 25.0) : Craft = -12.351171875
(Centre , 1 , 0 , Ready , 50.0) : Hit = -32.663671875
(East , 1 , 0 , Ready , 50.0) : Hit = -29.50625
(West , 1 , 0 , Ready , 50.0) : Stay = -13.109375
(South , 1 , 0 , Ready , 50.0) : Stay = -13.1908203125
(North , 1 , 0 , Ready , 50.0) : Craft = -13.1
(Centre , 1 , 0 , Ready , 75.0) : Left = -33.56328125
(East , 1 , 0 , Ready , 75.0) : Left = -35.740625
(West , 1 , 0 , Ready , 75.0) : Stay = -13.125
(South , 1 , 0 , Ready , 75.0) : Stay = -13.610625
(North , 1 , 0 , Ready , 75.0) : Craft = -13.190625
(Centre , 1 , 0 , Ready , 100.0) : Left = -33.56328125
(East , 1 , 0 , Ready , 100.0) : Left = -35.740625
(West , 1 , 0 , Ready , 100.0) : Stay = -13.125
(South , 1 , 0 , Ready , 100.0) : Stay = -13.610625
(North , 1 , 0 , Ready , 100.0) : Craft = -13.190625
(Centre , 1 , 1 , Dormant , 25.0) : Shoot = 13.505781250000002
(East , 1 , 1 , Dormant , 25.0) : Shoot = 34.8425
(West , 1 , 1 , Dormant , 25.0) : Shoot = 0.17500000000000002
(South , 1 , 1 , Dormant , 25.0) : Up = -7.507578124999999
(North , 1 , 1 , Dormant , 25.0) : Down = -7.507578124999999
(Centre , 1 , 1 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 1 , 1 , Dormant , 50.0) : Hit = -1.31
(West , 1 , 1 , Dormant , 50.0) : Right = -13.0196875
(South , 1 , 1 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 1 , 1 , Dormant , 50.0) : Down = -12.812359375
(Centre , 1 , 1 , Dormant , 75.0) : Left = -13.258781250000002
(East , 1 , 1 , Dormant , 75.0) : Hit = -11.896625
(West , 1 , 1 , Dormant , 75.0) : Shoot = -13.11875
(South , 1 , 1 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 1 , 1 , Dormant , 75.0) : Craft = -13.173750000000002
(Centre , 1 , 1 , Dormant , 100.0) : Left = -13.3093125
(East , 1 , 1 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 1 , 1 , Dormant , 100.0) : Stay = -13.125
(South , 1 , 1 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 1 , 1 , Dormant , 100.0) : Craft = -13.173750000000002
(Centre , 1 , 1 , Ready , 25.0) : Shoot = -20.343359375
(East , 1 , 1 , Ready , 25.0) : Shoot = -7.96875
(West , 1 , 1 , Ready , 25.0) : Shoot = 0.15625
(South , 1 , 1 , Ready , 25.0) : Up = -10.133398437499999
(North , 1 , 1 , Ready , 25.0) : Stay = -11.49107421875
(Centre , 1 , 1 , Ready , 50.0) : Hit = -32.663671875
(East , 1 , 1 , Ready , 50.0) : Hit = -29.50625
(West , 1 , 1 , Ready , 50.0) : Stay = -13.109375
(South , 1 , 1 , Ready , 50.0) : Stay = -13.1908203125
(North , 1 , 1 , Ready , 50.0) : Craft = -13.1
(Centre , 1 , 1 , Ready , 75.0) : Left = -33.555078125
(East , 1 , 1 , Ready , 75.0) : Hit = -35.2703125
(West , 1 , 1 , Ready , 75.0) : Stay = -13.125
(South , 1 , 1 , Ready , 75.0) : Stay = -13.572890625
(North , 1 , 1 , Ready , 75.0) : Craft = -13.190625
(Centre , 1 , 1 , Ready , 100.0) : Left = -33.56328125
(East , 1 , 1 , Ready , 100.0) : Left = -35.740625
(West , 1 , 1 , Ready , 100.0) : Stay = -13.125
(South , 1 , 1 , Ready , 100.0) : Stay = -13.610625
(North , 1 , 1 , Ready , 100.0) : Craft = -13.190625
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 15.885156250000001
(East , 1 , 2 , Dormant , 25.0) : Shoot = 35.658437500000005
(West , 1 , 2 , Dormant , 25.0) : Shoot = 2.6171875
(South , 1 , 2 , Dormant , 25.0) : Up = -7.07325
(North , 1 , 2 , Dormant , 25.0) : Down = -7.07325
(Centre , 1 , 2 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 1 , 2 , Dormant , 50.0) : Hit = -1.31
(West , 1 , 2 , Dormant , 50.0) : Shoot = -12.285937500000001
(South , 1 , 2 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 1 , 2 , Dormant , 50.0) : Down = -12.812359375
(Centre , 1 , 2 , Dormant , 75.0) : Left = -13.258781250000002
(East , 1 , 2 , Dormant , 75.0) : Hit = -11.8629375
(West , 1 , 2 , Dormant , 75.0) : Shoot = -13.11875
(South , 1 , 2 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 1 , 2 , Dormant , 75.0) : Craft = -13.173750000000002
(Centre , 1 , 2 , Dormant , 100.0) : Left = -13.3093125
(East , 1 , 2 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 1 , 2 , Dormant , 100.0) : Stay = -13.125
(South , 1 , 2 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 1 , 2 , Dormant , 100.0) : Craft = -13.173750000000002
(Centre , 1 , 2 , Ready , 25.0) : Shoot = -19.632421875
(East , 1 , 2 , Ready , 25.0) : Shoot = -7.72265625
(West , 1 , 2 , Ready , 25.0) : Shoot = 2.6171875
(South , 1 , 2 , Ready , 25.0) : Up = -9.8090625
(North , 1 , 2 , Ready , 25.0) : Stay = -11.47220703125
(Centre , 1 , 2 , Ready , 50.0) : Hit = -32.663671875
(East , 1 , 2 , Ready , 50.0) : Hit = -29.50625
(West , 1 , 2 , Ready , 50.0) : Shoot = -12.3046875
(South , 1 , 2 , Ready , 50.0) : Stay = -13.1908203125
(North , 1 , 2 , Ready , 50.0) : Craft = -13.1
(Centre , 1 , 2 , Ready , 75.0) : Left = -33.555078125
(East , 1 , 2 , Ready , 75.0) : Hit = -35.26484375
(West , 1 , 2 , Ready , 75.0) : Stay = -13.125
(South , 1 , 2 , Ready , 75.0) : Stay = -13.572890625
(North , 1 , 2 , Ready , 75.0) : Craft = -13.190625
(Centre , 1 , 2 , Ready , 100.0) : Left = -33.56328125
(East , 1 , 2 , Ready , 100.0) : Left = -35.740625
(West , 1 , 2 , Ready , 100.0) : Stay = -13.125
(South , 1 , 2 , Ready , 100.0) : Stay = -13.610625
(North , 1 , 2 , Ready , 100.0) : Craft = -13.190625
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 16.125781250000003
(East , 1 , 3 , Dormant , 25.0) : Shoot = 35.675281250000005
(West , 1 , 3 , Dormant , 25.0) : Shoot = 3.056640625
(South , 1 , 3 , Dormant , 25.0) : Up = -7.07325
(North , 1 , 3 , Dormant , 25.0) : Down = -7.07325
(Centre , 1 , 3 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 1 , 3 , Dormant , 50.0) : Hit = -1.31
(West , 1 , 3 , Dormant , 50.0) : Shoot = -12.01171875
(South , 1 , 3 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 1 , 3 , Dormant , 50.0) : Down = -12.812359375
(Centre , 1 , 3 , Dormant , 75.0) : Left = -13.258781250000002
(East , 1 , 3 , Dormant , 75.0) : Hit = -11.8629375
(West , 1 , 3 , Dormant , 75.0) : Shoot = -13.076171875
(South , 1 , 3 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 1 , 3 , Dormant , 75.0) : Craft = -13.173750000000002
(Centre , 1 , 3 , Dormant , 100.0) : Left = -13.3093125
(East , 1 , 3 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 1 , 3 , Dormant , 100.0) : Stay = -13.125
(South , 1 , 3 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 1 , 3 , Dormant , 100.0) : Craft = -13.173750000000002
(Centre , 1 , 3 , Ready , 25.0) : Shoot = -19.593359375
(East , 1 , 3 , Ready , 25.0) : Shoot = -7.719921875000001
(West , 1 , 3 , Ready , 25.0) : Shoot = 3.056640625
(South , 1 , 3 , Ready , 25.0) : Up = -9.8090625
(North , 1 , 3 , Ready , 25.0) : Stay = -11.47220703125
(Centre , 1 , 3 , Ready , 50.0) : Hit = -32.663671875
(East , 1 , 3 , Ready , 50.0) : Hit = -29.50625
(West , 1 , 3 , Ready , 50.0) : Shoot = -12.01171875
(South , 1 , 3 , Ready , 50.0) : Stay = -13.1908203125
(North , 1 , 3 , Ready , 50.0) : Craft = -13.1
(Centre , 1 , 3 , Ready , 75.0) : Left = -33.555078125
(East , 1 , 3 , Ready , 75.0) : Hit = -35.26484375
(West , 1 , 3 , Ready , 75.0) : Shoot = -13.076171875
(South , 1 , 3 , Ready , 75.0) : Stay = -13.572890625
(North , 1 , 3 , Ready , 75.0) : Craft = -13.190625
(Centre , 1 , 3 , Ready , 100.0) : Left = -33.56328125
(East , 1 , 3 , Ready , 100.0) : Left = -35.740625
(West , 1 , 3 , Ready , 100.0) : Stay = -13.125
(South , 1 , 3 , Ready , 100.0) : Stay = -13.610625
(North , 1 , 3 , Ready , 100.0) : Craft = -13.190625
(Centre , 2 , 0 , Dormant , 25.0) : Hit = -7.689593750000002
(East , 2 , 0 , Dormant , 25.0) : Hit = -1.2600000000000002
(West , 2 , 0 , Dormant , 25.0) : Right = -12.9884375
(South , 2 , 0 , Dormant , 25.0) : Gather = -12.694140625000001
(North , 2 , 0 , Dormant , 25.0) : Craft = -12.020468750000001
(Centre , 2 , 0 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 2 , 0 , Dormant , 50.0) : Hit = -1.31
(West , 2 , 0 , Dormant , 50.0) : Right = -13.0196875
(South , 2 , 0 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 2 , 0 , Dormant , 50.0) : Down = -12.812359375
(Centre , 2 , 0 , Dormant , 75.0) : Left = -13.3093125
(East , 2 , 0 , Dormant , 75.0) : Hit = -13.798
(West , 2 , 0 , Dormant , 75.0) : Stay = -13.125
(South , 2 , 0 , Dormant , 75.0) : Stay = -13.350750000000001
(North , 2 , 0 , Dormant , 75.0) : Craft = -13.125
(Centre , 2 , 0 , Dormant , 100.0) : Left = -13.3093125
(East , 2 , 0 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 2 , 0 , Dormant , 100.0) : Stay = -13.125
(South , 2 , 0 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 2 , 0 , Dormant , 100.0) : Craft = -13.125
(Centre , 2 , 0 , Ready , 25.0) : Hit = -31.904296875
(East , 2 , 0 , Ready , 25.0) : Hit = -27.875
(West , 2 , 0 , Ready , 25.0) : Stay = -13.109375
(South , 2 , 0 , Ready , 25.0) : Stay = -13.1673828125
(North , 2 , 0 , Ready , 25.0) : Craft = -12.351171875
(Centre , 2 , 0 , Ready , 50.0) : Hit = -32.663671875
(East , 2 , 0 , Ready , 50.0) : Hit = -29.50625
(West , 2 , 0 , Ready , 50.0) : Stay = -13.109375
(South , 2 , 0 , Ready , 50.0) : Stay = -13.1908203125
(North , 2 , 0 , Ready , 50.0) : Craft = -13.08828125
(Centre , 2 , 0 , Ready , 75.0) : Left = -33.56328125
(East , 2 , 0 , Ready , 75.0) : Left = -35.740625
(West , 2 , 0 , Ready , 75.0) : Stay = -13.125
(South , 2 , 0 , Ready , 75.0) : Stay = -13.610625
(North , 2 , 0 , Ready , 75.0) : Craft = -13.125
(Centre , 2 , 0 , Ready , 100.0) : Left = -33.56328125
(East , 2 , 0 , Ready , 100.0) : Left = -35.740625
(West , 2 , 0 , Ready , 100.0) : Stay = -13.125
(South , 2 , 0 , Ready , 100.0) : Stay = -13.610625
(North , 2 , 0 , Ready , 100.0) : Craft = -13.125
(Centre , 2 , 1 , Dormant , 25.0) : Shoot = 13.505781250000002
(East , 2 , 1 , Dormant , 25.0) : Shoot = 34.8425
(West , 2 , 1 , Dormant , 25.0) : Shoot = 0.17500000000000002
(South , 2 , 1 , Dormant , 25.0) : Up = -7.507578124999999
(North , 2 , 1 , Dormant , 25.0) : Down = -7.507578124999999
(Centre , 2 , 1 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 2 , 1 , Dormant , 50.0) : Hit = -1.31
(West , 2 , 1 , Dormant , 50.0) : Right = -13.0196875
(South , 2 , 1 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 2 , 1 , Dormant , 50.0) : Down = -12.812359375
(Centre , 2 , 1 , Dormant , 75.0) : Left = -13.258781250000002
(East , 2 , 1 , Dormant , 75.0) : Hit = -11.896625
(West , 2 , 1 , Dormant , 75.0) : Shoot = -13.11875
(South , 2 , 1 , Dormant , 75.0) : Stay = -13.300218749999999
(North , 2 , 1 , Dormant , 75.0) : Craft = -13.125
(Centre , 2 , 1 , Dormant , 100.0) : Left = -13.3093125
(East , 2 , 1 , Dormant , 100.0) : Hit = -13.810500000000001
(West , 2 , 1 , Dormant , 100.0) : Stay = -13.125
(South , 2 , 1 , Dormant , 100.0) : Stay = -13.350750000000001
(North , 2 , 1 , Dormant , 100.0) : Craft = -13.125
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -20.343359375
(East , 2 , 1 , Ready , 25.0) : Shoot = -7.96875
(West , 2 , 1 , Ready , 25.0) : Shoot = 0.15625
(South , 2 , 1 , Ready , 25.0) : Up = -10.133398437499999
(North , 2 , 1 , Ready , 25.0) : Stay = -11.49107421875
(Centre , 2 , 1 , Ready , 50.0) : Hit = -32.663671875
(East , 2 , 1 , Ready , 50.0) : Hit = -29.50625
(West , 2 , 1 , Ready , 50.0) : Stay = -13.109375
(South , 2 , 1 , Ready , 50.0) : Stay = -13.1908203125
(North , 2 , 1 , Ready , 50.0) : Craft = -13.08828125
(Centre , 2 , 1 , Ready , 75.0) : Left = -33.555078125
(East , 2 , 1 , Ready , 75.0) : Hit = -35.2703125
(West , 2 , 1 , Ready , 75.0) : Stay = -13.125
(South , 2 , 1 , Ready , 75.0) : Stay = -13.572890625
(North , 2 , 1 , Ready , 75.0) : Craft = -13.125
(Centre , 2 , 1 , Ready , 100.0) : Left = -33.56328125
(East , 2 , 1 , Ready , 100.0) : Left = -35.740625
(West , 2 , 1 , Ready , 100.0) : Stay = -13.125
(South , 2 , 1 , Ready , 100.0) : Stay = -13.610625
(North , 2 , 1 , Ready , 100.0) : Craft = -13.125
(Centre , 2 , 2 , Dormant , 25.0) : Shoot = 15.885156250000001
(East , 2 , 2 , Dormant , 25.0) : Shoot = 35.658437500000005
(West , 2 , 2 , Dormant , 25.0) : Shoot = 2.6171875
(South , 2 , 2 , Dormant , 25.0) : Up = -7.07325
(North , 2 , 2 , Dormant , 25.0) : Down = -7.07325
(Centre , 2 , 2 , Dormant , 50.0) : Hit = -7.717718750000001
(East , 2 , 2 , Dormant , 50.0) : Hit = -1.31
(West , 2 , 2 , Dormant , 50.0) : Shoot = -12.285937500000001
(South , 2 , 2 , Dormant , 50.0) : Gather = -12.709765625000001
(North , 2 , 2 , Dormant , 50.0) : Down = -12.812359375
